VMMS EWO KPI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Site;EWO WO Object Id;EWO WO Object Description;EWO WO Machine Class PM;EWO WO Machine Class AM;EWO WO AM Step;EWO WO OP System;EWO WO PM Step;EWO WO RP Capacity;EWO WO RP Competence;EWO WO RP Cond Wear;EWO WO RP Method;EWO WO RP Quality;EWO WO RP Spare Part;EWO WO RP EEM Sum;EWO WO Repl Policy;EWO WO RP Phase;EWO WO RP Status;EWO WO Object Manufacturer No;EWO WO Object Manufacturer Name;EWO WO Object Cost Center;EWO WO Object Belongs to Obejct Id;040-PRODAREA;050-PRODLINE;070-STATION;EWO WO No;EWO WO Directive;EWO WO Maint Org;EWO WO Break Down Date;EWO WO OP Arrives;EWO WO Reg Date;EWO WO Reg Date YYYYMM;EWO WO Reported By;EWO WO Actual Start Date;EWO WO Actual Finish Date (Error proofing finished);EWO WO Production Restart;EWO WO Executed by;EWO WO Work Done;EWO WO Work Details;EWO WO Status;EWO WO Executed by Maint Org;EWO WO SAF ENV PD QC IT;EWO WO External Number;EWO WO Comments;Root Cause;Root Cause Description;Root Cause Group;CD Root Cause Group;Root Cause Found;Root Cause WO No;Root Cause WO Object Id;Root Cause WO Object Name;Root Cause WO Object Manufacturer No;Root Cause WO Object Manufacturer Name;Root Cause WO 090-UNIT Object Id;Root Cause WO 090-UNIT Object Name;Root Cause WO Maint Org;Root Cause WO Executed by;Root Cause WO Executed by Maint Org;Root Cause WO Directive;Root Cause WO Reg Date;Root Cause WO Actual Start Date  (Spare part available at machine);Root Cause WO Actual Finish Date (Maint Done with Repair);Route Cause WO Work Done;Route Cause WO Work Details;Route Cause WO Status;Root Cause WO Real Finish Date YYYYMM;Route Cause WO SAF ENV PD QC IT;Route Cause WO External Number;Route Cause WO Comments;Kaizen Type;Kaizen WO NO;Kaizen WO Object Id;Kaizen WO Object Name;Kaizen WO Directive;Kaizen WO Maint Org;Kaizen WO Executed by;Kaizen WO Executed by Maint Org;Kaizen WO Reg Date;Kaizen WO Actual Start Date;Kaizen WO Actual Finish Date;Kaizen WO Real Finish Date YYYYMM;Kaizen WO Work Done;Kaizen WO Work Details;Kaizen WO Status;Kaizen WO SAF ENV PD QC IT;Kaizen WO External Number;Kaizen WO Comments;EWO WO Total Actual Cost;EWO WO Other Total Actual Cost;Root Cause WO Total Actual Cost;Root Cause WO Other Total Actual Cost;Kaizen WO Total Actual Cost;Kaizen WO Other Total Actual Cost;EWO WO Inventory Sparepart;Root Cause WO Inventory Sparepart;KAIZEN WO Inventory Sparepart;EWO WO Purchase Sparepart;Root Cause WO Purchase Sparepart;KAIZEN WO PurchaseSparepart;DTM (Hours between EWO WO Reg Date and Root Cause Real Finish);WTM  (Hours between EWO WO Reg Date and Real Start);TTR (Hours between EWO WO Real Start and Route Cause WO Real Finish);TST (Hours between EWO WO Real Start and Real Finish);WTSP (Hours between EWO WO Real Finish and Route Cause WO Real Start);RT (Hours between Root Cause WO Real Start and Real Finish);DT (Hours between EWO WO Break Down and Restart);DTOP (Hours between EWO WO Break Down and EWO WO Reg Date +  Root Cause WO Real Finish and EWO WO Restart);WTOP  (Hours between EWO WO Break Down and OP Arrives);RTOP  (Hours between EWO OP Arrives and Reg Date);TSU (Hours between Root Cause WO Real Finish and Restart)
KOP;8535887;INDUKTIONSHÄRD LM35;AA;;;Siemens 840D SL;3;;2;;;;;2;;;;189;Gh Electrotermia;7772;LM35;MA/PT-HÅRT;LM35;;40700149;Luftslang har spruckit;MEK-A;2022-08-18  21,30,00;2022-08-18  21,30,00;2022-08-18  21,31,31;202208;KK04842;2022-08-18  21,40,05;2022-08-18  21,45,00;2022-08-18  22,11,00;KK02733;;;WORKDONE;MEK-A;;a1;;130;Failure to Restore or Eliminate Deterioration (Wear out);Professional Maintenance;Failure to restore or eliminate wear;YES;40700175;8535887;INDUKTIONSHÄRD LM35;189;Gh Electrotermia;;;MEK-A;KK02733;MEK-A;skarv;2022-08-18  22,07,58;2022-08-18  21,55,00;2022-08-18  22,10,58;;;WORKDONE;202208;;;;STD-KAIZEN;40700176;8535887;INDUKTIONSHÄRD LM35;kolla ev byta slangar på fu;UH-TEK-A;KK01587;UH-TEK-A;2022-08-18  22,11,14;2022-09-07  10,01,17;2022-09-07  10,03,07;202209;;Lagt upp på FU, inspektion.;WORKDONE;;;;870;;0;;0;;;;;;;;0,66;0,14;0,51;0,08;0,17;0,27;0,68;0,03;0;0,03;0
KOP;88988;WEISSER KUGGHJULSSVARV LM28;AA;;;Siemens 840D PL;3;1;1;2;1;1;2;8;;;;181;J.G.Weisser;7731;LM28;MA-MJUK;LM28;;40700235;chuken kan ej ta biten från pallett;EL-A;2022-08-18  23,32,12;2022-08-18  23,32,12;2022-08-18  23,32,12;202208;A182871;2022-08-19  00,18,07;2022-08-19  16,00,00;2022-08-19  18,00,00;A314677;;" justerat en givare vid pickup station andra tempo men tappar en annan givare upp läge när spindel trycker ned pallet vid uppplock.kan köra genom att trycka på återställningsknapp. tror att man ska ändra z värdet på plockläget i program. op säger att man inte kört denna detalj på länge. op pratar med teknik så får dom kolla på det.

//thomsen
""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
Har provat att ändra laddlägen både i kanal 1 och 2 då larm 700202 och 700204 kom.
stannade i alla fall,har ändrat tillbaka till ursprungsvärden i NC programmet för laddning.
De kan köra om de kvitterar på återställning sänkstopp varje cykel.
Ny operatör kommer 18,00
Har inte kommit längre än så.//Gun,Jonathan

******************
Vid hämtning så tryckte båda chuckarna ner palletten för långt. Joggade Z i kanal 1 och kanal 2 för att se vid vilka positioner givarna för pallett uppe blev 1 och la på 2mm.
Ändrade positionerna från 260-> 267 och 219 -> 224.
Efter det kom vi lite längre, men vid lämna i tempo 2 (vänstra sidan) så blinkade givare S47 som hör till banan till varje gång så vi fick larm. Hela staget som givaren var fäst i verkade lite löst så justerade den lite bättre och drog åt lite.
Vi kunde köra flera detaljer utan bekymmer efter det.
/Nick, Emil 2022-08-19";WORKDONE;EL-A;;a1;;220;Failure to Observe Operating Conditions (Overload);Autonomous Maintenance;Failure to observe operating conditions;YES;40700847;88988-C0553;NC program;;;88988-U20;Manöverpanel;EL-A;A314677;EL-A;Ändrat positioner för hämtning;2022-08-19  17,38,01;2022-08-19  16,00,00;2022-08-19  17,00,00;;"Ändrat positioner i både kanal 1 och 2, både programmet och tillhörande R-parameter.
N350 260 -> 265
N350 219 -> 224
samt justerat staget till givare s47 som hör till banan.";WORKDONE;202208;;;;STD-KAIZEN;40700852;88988-C0553;NC program;Ändras vid ställ;UH-TEK-A;A275085;UH-TEK-A;2022-08-19  17,45,03;2022-09-06  16,02,21;2022-10-19  09,53,26;202210;;Har lämnat till prod. Nya stag tillverkas även till givarna på banan av verktyg. /Heidi;WORKDONE;;;;10542,28;;0;;0;;;;;;;;17,46;0,77;16,7;15,7;0;1;18,46;1;0;0;1
KOP;8527199;EMAG AXELSVARV VTC 250 DUO LM08;AA;;;Siemens 840D PL;1;2;;1;1;1;;5;;;;33;Emag;7731;LM08;MA-MJUK;LM08;;40700241;Kan ej köra larmar för Drivningar inte driftsklar;EL-A;2022-08-18  23,45,00;2022-08-18  23,45,00;2022-08-18  23,47,29;202208;A408673;2022-08-19  02,00,00;2022-08-19  03,15,00;2022-08-19  03,30,00;KK02067;;Temperaturen på maskinen låg fel i förhållande till vad den skulle vara. Verkar som om shuntventilmotorn inte satt fast som den skulle.;WORKDONE;EL;;;;170;Root Cause Not Found (Wear out);Root cause not found;Interruption in production due to equipment failure or breakdown;;40700370;8527199-C1155;Ställdon VA-7480-0011;;;8527199-U30;*NY* Kylsystem;EL-A;KK02067;EL;Monterade shuntmotorn ordentligt;2022-08-19  05,26,06;2022-08-19  03,15,00;2022-08-19  03,30,00;;Monterade shuntmotorn på nytt;WORKDONE;202208;;;;QUICK-KAIZEN;40700374;8527199;EMAG AXELSVARV VTC 250 DUO LM08;Montera shuntmotorn ordentligt;EL-A;KK02067;EL;2022-08-19  05,31,23;2022-08-19  05,31,44;2022-08-19  05,33,08;202208;;;WORKDONE;;;;870;;0;;0;;;;;;;;3,71;2,21;1,5;1,25;0;0,25;3,75;0,04;0;0,04;0
KOP;8545376;EMAG VTC315 DS LM37;A;;;Siemens 840D SL;0;;;;;;;0;;;;33;Emag;7772;LM37;MA/PT-HÅRT;LM37;;40700242;Går ej att jogga verktygsrevolvern;EL-A;2022-08-18  23,50,00;2022-08-18  23,51,00;2022-08-18  23,56,31;202208;A376528;2022-08-19  03,30,00;2022-08-19  05,15,42;2022-08-19  07,21,00;KK01587;;"Revolvern låser upp men börjar inte vrida med dörren stängd. Alla signaler från tryckvakterna ser ok ut. Det går att referera den utan problem. EMAG har tydligen hållit på med maskinen under dagtid. De kanske har ställt till med nått. Glodde lite i PLC men hittar inget direkt uppenbart. Emag skall tydligen byta slipspindel under dagen så de får även kolla på revolverproblemet. Skulle inte förvåna mig om det är ett handhavandeproblem
/Allansson";WORKDONE;UH-TEK-A;;a1;;143;Human Error Craftsman (Wear out);Human Error Craftsman;Human error craftsman;YES;40700445;8545376-C0848;Revolver Enhet Emag;;;8545376-U04;Revolver;EL-A;KK01587;UH-TEK-A;Omstart;2022-08-19  07,43,21;2022-08-19  07,10,51;2022-08-19  07,20,12;;Gick inte att koppla från axis mode till jog knappen, efter omstart hade den hoppa igång, i axis mode kan man köra rev steglös runt, service tekniker från emag hade använt denna mode för test.;WORKDONE;202208;;;;STD-KAIZEN;40703918;8545376-C0848;Revolver Enhet Emag;påtalat felet till emag;UH-TEK-A;KK02733;MEK-A;2022-08-24  13,47,58;2022-08-24  13,48,10;2022-08-24  13,48,10;202208;;;WORKDONE;;;;652,5;;0;;0;;;;;;;;7,39;3,56;3,84;1,76;1,92;0,16;7,52;0,12;0,02;0,09;0,01
KOP;8531960;SCHMID SE318 FLEROPERATIONSMAS AV19;A;;;Siemens 840D PL;2;;;;1;;;1;;;;122;Schmid;7781;AV19;E-MOB;AV19;;40700426;Transportör hämtar ej verktyg;MEK-A;2022-08-19  07,00,00;2022-08-19  07,05,00;2022-08-19  07,10,46;202208;A420733;2022-08-19  07,21,40;2022-08-19  08,00,00;2022-08-19  10,25,10;A257562;;Centrumskruv för spännhylsa har gängat upp sig. Thomas och Joel;WORKDONE;MEK-A;;a1;;130;Failure to Restore or Eliminate Deterioration (Wear out);Professional Maintenance;Failure to restore or eliminate wear;YES;40700552;8531960-C0426;Rotex-Klämkoppling, Modell, GS 24   98-   2.5 ø24x45 -2.6 ø18x45, Tillv, KTR;450;Ktr Kupplungstechnik;8531960-U11;Verktygsmagasin 60 Wz;MEK-A;A257562;MEK-A;Dra åt skruv;2022-08-19  10,23,58;2022-08-19  08,00,10;2022-08-19  10,25,00;;Drog åt centrumskruven för spännhylsa.Thomas och Joel;WORKDONE;202208;;;;STD-KAIZEN;40700579;8531960;SCHMID SE318 FLEROPERATIONSMAS AV19;Ingen åtgärd. maskin ska ut;UH-TEK-A;KK02733;MEK-A;2022-08-19  10,58,05;2022-08-24  13,45,45;2022-08-24  13,45,45;202208;;;WORKDONE;;;;4350;;0;;0;;;;;;;;3,24;0,18;3,06;0,64;0;2,41;3,42;0,18;0,08;0,1;0
KOP;8547390;Liebherr kuggslipmaskin LCS500 KS01;A;-;0;Siemens 840D SL;0;;;;;;;0;;;;78;Liebherr;7772;KS01;MA/PT-HÅRT;KS01;;40700821;maskin läkage i bordet;MEK-A;2022-08-19  16,10,02;2022-08-19  16,10,02;2022-08-19  16,10,02;202208;KK04745;2022-08-19  16,14,00;2022-08-19  17,00,00;2022-08-19  18,15,00;KKC0017;Felsök;;WORKDONE;MEK;;a1;;130;Failure to Restore or Eliminate Deterioration (Wear out);Professional Maintenance;Failure to restore or eliminate wear;YES;40701658;8547390;Liebherr kuggslipmaskin LCS500 KS01;78;Liebherr;;;MEK-A;KKC0017;MEK;Bytte o-ringar;2022-08-22  07,30,32;2022-08-19  17,00,00;2022-08-19  18,10,00;;"Läckage, bytt O-ringar samt tillverkat ett nytt styrstift. 
Kvar att justera kast på bord och stubbe innan provkörning.

Dockningsventilerna är inte parallella med bordet dem sitter i samt att anligget emot o-ringarna bara är några hundradelar och detta medför att det lätt uppstår läckage.
 
Ingen Op fören söndag natt 2022-08-21 Daniel

Helgen har justerat kast";WORKDONE;202208;;;;STD-KAIZEN;40701665;8547390;Liebherr kuggslipmaskin LCS500 KS01;Bytte dockningsventiler;UH-TEK-A;KK02733;MEK-A;2022-08-22  07,38,24;2022-08-24  13,44,18;2022-08-24  13,44,18;202208;;;WORKDONE;;;;2660,55;;0;;0;;Yes;;;;;;2;0,07;1,93;0,77;0;1,17;2,08;0,08;0;0;0,08
KOP;8526573;SWEDTURN 600 FLEROPERATIONSSVARV AV08;A;;;Siemens 840D PL;2;;;1;;1;1;3;;;;129;Smt;7761;AV08;PT-MJUK;AV08;;40701277;chucktryck saknas;MEK-A;2022-08-20  19,00,00;2022-08-20  19,00,00;2022-08-20  19,09,22;202208;A256902;2022-08-20  23,09,12;2022-08-20  23,18,13;2022-08-20  23,26,19;KK02147;felsökning;;WORKDONE;MEK;;a1;;120;Failure to Observe Operating Conditions (Wear out);Autonomous Maintenance;Failure to observe operating conditions;YES;40701324;8526573-C0653;Tryckvakt 10-50 bar, Tillv.nr, 281-517-489;;;8526573-U08;Hydraulik;MEK-A;KK02147;MEK;skruvat fast hatt till tryckvakt;2022-08-21  05,50,44;2022-08-20  23,18,13;2022-08-20  23,22,19;;"Hatten till tryckvakten var lös, så vi skruva bara dit den.
Tryckvakten för spänna chuck";WORKDONE;202208;;;;STD-KAIZEN;40701326;8526573-C0653;Tryckvakt 10-50 bar, Tillv.nr, 281-517-489;ingen åtgärd;UH-TEK-A;KK02147;MEK;2022-08-21  05,57,11;2022-08-22  10,07,30;2022-09-05  13,28,20;202209;;FU-punkt;WORKDONE;;;;870;;0;;0;;;;;;;;4,22;4;0,22;0,15;0;0,07;4,44;0,23;0;0,16;0,07
KOP;8515433;BUDERUS INNERSLIPMASKIN AV82;A;;;Siemens 840D PL;0;2;2;2;2;1;2;11;;;;18;Buderus;7772;AV82;MA/PT-HÅRT;AV82;;40701353;larm kylvattenanläggning;EL-A;2022-08-21  11,25,00;2022-08-21  11,25,00;2022-08-21  11,25,00;202208;A377490;2022-08-21  13,10,16;2022-08-21  13,20,00;2022-08-21  13,40,00;KK72135;felsökning;;WORKDONE;EL;;a1;;110;Failure to Maintain Basic Condition (Wear out);Autonomous Maintenance;Lack of basic conditions;YES;40701439;8515433-C0418;*NY* Motorskydd 3Q6;;;8515433-U15;Skärvätskeanläggning;EL-A;KK72135;EL;återställ motorskydd;2022-08-21  18,11,09;2022-08-21  13,20,00;2022-08-21  13,25,00;;"återställde motorskydd 3Q6. pumpen gick i 2 min innan den slog ifrån som den skulle. ingen OP på plats så de blev ingen längre provkörning.
vid provkörning så såg vi att det var stopp i borren så OP skulle byta den.
och provköra.";WORKDONE;202208;;;;STD-KAIZEN;40701440;8515433-C0418;*NY* Motorskydd 3Q6;felsök vidare om de sker igen;UH-TEK-A;KK01587;UH-TEK-A;2022-08-21  18,16,54;2022-11-14  15,14,34;2022-11-14  15,17,36;202211;;Kontakton bytes, vid senare tillfälle.;WORKDONE;;;;870;;0;;0;;;;;;;;2;1,75;0,25;0,16;0;0,08;2,25;0,25;0;0;0,25
KOP;8515730;SCHMID GRUNDMASKIN SE 231 AV17;A;;;Siemens 840D PL;2;;1;1;1;;;3;;;;122;Schmid;7781;AV17;E-MOB;AV17;;40701590;motorskyddutlöst...;EL-A;2022-08-22  05,35,18;2022-08-22  05,35,18;2022-08-22  05,35,18;202208;A378247;2022-08-22  06,02,23;2022-08-22  06,30,00;2022-08-22  09,24,00;A314677;Felsökning;"Bypassventil full i spån, lämnat över till MEK som rensat. 
Upptäckte även ett stort läckade i en annan koppling som hade varit lossad i helgen som måste åtgärdas.";WORKDONE;EL-A;;a1;;141;Human Error Operator (Wear out);Human Error Operator;Human error operator;YES;40701726;8515730-C1287;Kylmedelspump M22;;;8515730-U17;Skärvätskeanläggning;EL-A;KK02733;MEK-A;rengjort bypassventil;2022-08-22  09,18,27;2022-08-22  06,30,00;2022-08-22  09,23,54;;;WORKDONE;202208;;;;STD-KAIZEN;40701727;8515730-C1287;Kylmedelspump M22;herca op;UH-TEK-A;A228507;UH-TEK-A;2022-08-22  09,23,15;2022-09-08  11,39,24;2022-09-08  11,39,24;202209;Herca;Herca nr, H2022-09-08T10_57_41;WORKDONE;PD;H2022-09-08T10_57_41;;1740;;0;;0;;;;;;;;3,81;0,45;3,36;0,46;0;2,9;3,81;0;0;0;0
KOP;8548128;EMAG, VSC400 DUO, EM12;A;A;0;Siemens 840D SL;0;;;;;;;0;;;;33;Emag;7781;EM12;E-MOB;EM12;;40701767;luftslang trasig;MEK-A;2022-08-22  10,00,00;2022-08-22  10,03,00;2022-08-22  10,03,50;202208;KK72547;2022-08-22  10,08,45;2022-08-22  10,10,45;2022-08-22  10,21,45;KKC0017;Felsök;;WORKDONE;MEK;;a1;;70;Root Cause Not Found;Root cause not found;Interruption in production due to equipment failure or breakdown;;40701789;8548128-C0716;ventil, Modell, VFOF-LE-BAH-G18-Q6 , Tillv, FESTO, Tillv.nr, 8001459;;;8548128-U23;pneumatik;MEK-A;KKC0017;MEK;Bytt luftkoppling;2022-08-22  10,37,26;2022-08-22  10,15,45;2022-08-22  10,20,45;;Luftkoppling sönder;WORKDONE;202208;;;;STD-KAIZEN;40701842;8548128-C0716;ventil, Modell, VFOF-LE-BAH-G18-Q6 , Tillv, FESTO, Tillv.nr, 8001459;rotorsaksanalys;UH-TEK-A;A228507;UH-TEK-A;2022-08-22  11,50,05;2022-12-06  11,49,39;2022-12-06  11,49,41;202212;;EMAG var på annat jobb, det blev kontrollerades av de och inga konstigt på det.;WORKDONE;;;;435;;0;;0;;;;;;;;0,28;0,08;0,2;0,03;0,08;0,08;0,36;0,08;0,05;0,01;0,02
KOP;8515730;SCHMID GRUNDMASKIN SE 231 AV17;A;;;Siemens 840D PL;2;;1;1;1;;;3;;;;122;Schmid;7781;AV17;E-MOB;AV17;;40701773;Servo fel Flera axlar;EL-A;2022-08-22  10,09,24;2022-08-22  10,09,24;2022-08-22  10,09,24;202208;A420733;2022-08-22  10,53,25;2022-08-22  21,00,00;2022-08-22  23,00,00;A416212;Felsökning;"Larmade först för Y säker hastighet. Återställde larmet och körde vidare.
Kom ett nytt larm på W efter ca 1 timme, larm på stilleståndsövervakning på W. Såg ut i programmet att den skulle gå till 180mm men hade stannat på 2mm. Fick göra NCK, allt gick att köra efter omstart. Ställde mig och kollade vid växlaren men då stannade det för Y igen.
Mätt upp accen till balanseringscylindern, låg på 30bar fyllde på upp till 75 bar. Y verkade gå bättre efter det.
Fler fel dök upp 13,40 så EM får fortsätta felsökningen./Nick
""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
Har bytt LT modul till W/C utan skillnad.
Felet kommer alltid vid byte av detalj tempo1 eller tempo 2 då laddluckan precis stängt och ska frige reglerfrigivning till axlarna.
Sitter en säkerhetsbrytare S287 som skall kvittera till PLC och NC med hjälp av plc=ing 47.2 Nc=E10,kanske dessa ej kvitterar samtidigt...har motionerat upp den och efter det har det fungerat 1 hus.
Provkörning fortsätter under natten
//Gun,Jonathan 20220822";WORKDONE;EL;;a1;;130;Failure to Restore or Eliminate Deterioration (Wear out);Professional Maintenance;Failure to restore or eliminate wear;YES;40702649;8515730-C1150;Position, gränsbrytare, Modell, NZ1 RS-538, Tillv, Euchner;543;Euchner;8515730-U24;El komponenter i maskin utrymme;EL-A;A416212;EL;Motionerat brytare S287;2022-08-23  07,05,33;2022-08-22  21,00,00;2022-08-22  22,30,00;Motionerat brytare S287;Motionerat brytare S287;WORKDONE;202208;;;;STD-KAIZEN;40702656;8515730-C1150;Position, gränsbrytare, Modell, NZ1 RS-538, Tillv, Euchner;Byta gränsläget på intervall;UH-TEK-A;A228507;UH-TEK-A;2022-08-23  07,14,51;2022-09-12  14,12,25;2022-09-12  14,12,25;202209;;Gränslägebrytade är bytt.;WORKDONE;;;;24600,63;;0;0;1123,23;;Yes;;;;;Yes;12,34;0,73;11,61;10,11;0;1,5;12,84;0,5;0;0;0,5
KOP;8544759;Liebherr kuggfräs AV50;A;;;Siemens 840D SL;3;;;;;;;0;;;;78;Liebherr;7781;AV50;E-MOB;AV50;;40701793;Lokaliseringsensor backar ej av;MEK-A;2022-08-22  10,00,00;2022-08-22  10,20,00;2022-08-22  10,38,59;202208;KKC0649;2022-08-22  10,45,30;2022-08-22  10,50,30;2022-08-22  11,05,00;KKC0017;Felsök;;WORKDONE;MEK;;a1;;160;External Influence (Wear out);External influence;External influence;YES;40701807;8544759-C0306;Strypventil. Fräshuvud, Modell, ABLUFTDROSS.,ANSCHL. M5,SCHLAUCH D=6, Tillv, PARKER HANNIFIN (LEGRIS), Tillv.nr, 76400619;304;Parker;8544759-U10;Fräshuvud enhet, V1-axel, B1-axel;MEK-A;KKC0017;MEK;Justering;2022-08-22  11,05,19;2022-08-22  10,50,30;2022-08-22  11,00,27;;Justerat strypbackventilerna till rörelsen, var tydligen länge sedan man körde med funktionen.;WORKDONE;202208;;;;STD-KAIZEN;40701821;8544759-C0306;Strypventil. Fräshuvud, Modell, ABLUFTDROSS.,ANSCHL. M5,SCHLAUCH D=6, Tillv, PARKER HANNIFIN (LEGRIS), Tillv.nr, 76400619;Byte av strypbackventiler;UH-TEK-A;A228507;UH-TEK-A;2022-08-22  11,23,19;2022-12-01  10,41,24;2022-12-01  10,41,24;202212;;Jag har planertat att bytta strypbackventil under nästa kortstopp.;WORKDONE;;;;435;;0;;0;;;;;;;;0,36;0,11;0,25;0,08;0;0,17;1,08;0,73;0,33;0,32;0,08
KOP;88988;WEISSER KUGGHJULSSVARV LM28;AA;;;Siemens 840D PL;3;1;1;2;1;1;2;8;;;;181;J.G.Weisser;7731;LM28;MA-MJUK;LM28;;40701881;Maskindörren går inte att stänga;MEK-A;2022-08-22  12,00,00;2022-08-22  12,01,00;2022-08-22  12,31,06;202208;A387650;2022-08-22  14,06,06;2022-08-22  14,15,00;2022-08-22  15,10,10;A257562;;Kopplingsdosa till dörrlåset som sitter bakom dörren har lossnat från fästet och ligger ivägen för dörren. Thomas och Joel;WORKDONE;MEK-A;;a1;;130;Failure to Restore or Eliminate Deterioration (Wear out);Professional Maintenance;Failure to restore or eliminate wear;YES;40702078;88988-C0040;Pos 10, Dörrbrytare, Modell, TYP.TZ1RE024M 24VDC , Tillv, EUCHNER, Tillv.nr, 82051;;;88988-U09;Höger frontdörr;MEK-A;A257562;MEK-A;Skruva fast kopplingsdosa.;2022-08-22  15,09,37;2022-08-22  14,15,10;2022-08-22  15,10,00;;Skruvat dit kopplinsdosan. Thomas och Joel;WORKDONE;202208;;;;STD-KAIZEN;40702087;88988-C0040;Pos 10, Dörrbrytare, Modell, TYP.TZ1RE024M 24VDC , Tillv, EUCHNER, Tillv.nr, 82051;FU punkt;UH-TEK-A;A275085;UH-TEK-A;2022-08-22  15,16,51;2022-09-06  16,12,17;2022-09-06  16,12,17;202209;;;WORKDONE;;;;1740;;0;;0;;;;;;;;2,65;1,58;1,07;0,15;0;0,91;3,17;0,52;0,02;0,5;0
KOP;8515433;BUDERUS INNERSLIPMASKIN AV82;A;;;Siemens 840D PL;0;2;2;2;2;1;2;11;;;;18;Buderus;7772;AV82;MA/PT-HÅRT;AV82;;40702589;Kylvatten anläggningsstörning;EL-A;2022-08-23  04,14,00;2022-08-23  04,15,00;2022-08-23  04,15,27;202208;A367402;2022-08-23  04,20,00;2022-08-23  04,30,00;2022-08-23  05,06,00;KK03047;felsökt;;WORKDONE;MEK-A;;a1;;70;Root Cause Not Found;Root cause not found;Interruption in production due to equipment failure or breakdown;;40702602;8515433-C0418;*NY* Motorskydd 3Q6;;;8515433-U15;Skärvätskeanläggning;EL-A;KK03047;MEK-A;motorskydd;2022-08-23  05,00,18;2022-08-23  04,30,00;2022-08-23  05,05,00;;"återsällt motorskydd.

//thomsen";WORKDONE;202208;;;;STD-KAIZEN;40702604;8515433-C0418;*NY* Motorskydd 3Q6;Rotorsaksanalys;UH-TEK-A;KK01587;UH-TEK-A;2022-08-23  05,06,31;2022-10-05  13,19,39;2022-10-05  13,21,58;202210;;Tillfällt problem.;WORKDONE;;;;435;;0;;0;;;;;;;;0,83;0,08;0,75;0,17;0;0,58;0,87;0,04;0,02;0,01;0,02
KOP;8546275;DMG, DMU 60 EVO, Flerop, EM30;A;A;3;;0;;;;;;;0;;;;4241;DMG;7781;EM30;E-MOB;EM30;;40702707;krasch i maskin ...;MEK-A;2022-08-23  08,00,00;2022-08-23  08,15,00;2022-08-23  08,15,31;202208;KK72547;2022-08-23  08,52,26;2022-08-23  08,55,26;2022-08-23  14,00,00;KKC0017;Felsök;;WORKDONE;MEK;;a1;;220;Failure to Observe Operating Conditions (Overload);Autonomous Maintenance;Failure to observe operating conditions;YES;40702929;8546275-C0061;Motorspindel, Modell, O-REPFD, HSKA63x18x35, AYD, OLS, STD, Tillv, Kessler, Tillv.nr, 000.688.203;;;8546275-U02;Slid X-Y-Z Axel;MEK-A;KKC0017;MEK;Mätning;2022-08-23  13,16,14;2022-08-23  08,55,26;2022-08-23  13,00,35;;"Spindel uppmätt. 

Pekar ca 0,01mm a 170mm i X  
kastar 0,01mm 300mm ut från spindelnos
Nollpunkterna är inte helt hundra";WORKDONE;202208;;;;STD-KAIZEN;40702946;8546275-C0061;Motorspindel, Modell, O-REPFD, HSKA63x18x35, AYD, OLS, STD, Tillv, Kessler, Tillv.nr, 000.688.203;Utred varför det krascha;VM-MA-PT;A411952;VM-MA-PT;2022-08-23  13,26,23;2022-09-16  13,14,39;2022-09-16  13,14,39;202209;;;FINISHED;;;;2175;;0;;0;;;;;;;;4,75;0,62;4,14;0,05;0;4,09;6;1,25;0,25;0,01;0,99
KOP;8515401;Klingelnberg, frässlipmaskin;A;;;;0;;2;1;;;2;5;;;;72;Klingelnberg;7584;SKÄRPNING;SKÄRPERIET;SKÄRPNING;;40703084;Högtryckspump;MEK-A;2022-08-23  13,00,00;2022-08-23  14,00,00;2022-08-23  14,47,52;202208;KK01530;2022-08-23  15,34,05;2022-08-24  07,55,29;2022-08-24  10,45,00;A257562;Felsök;Ingen op på kvällen, lämnar över till FM. Thomas och Joel;WORKDONE;MEK-A;;;;160;External Influence (Wear out);External influence;External influence;YES;40703748;8515401-C0027;*NY* Ventil filterkrets S40;;;8515401-U08;Skärvätskeanläggning;MEK-A;KKC0017;MEK;Rengöring;2022-08-24  10,55,08;2022-08-24  07,55,29;2022-08-24  10,40,12;;"Högtryckspump fungerar utan problem.
Rengjort ventilen S40 som sitter efter pumpen på filterkretsen var full med mull som gjorde att den inte rörde sig.";WORKDONE;202208;;;;STD-KAIZEN;40703764;8515401-C0027;*NY* Ventil filterkrets S40;Bättre filtrering;UH-TEK-A;A228507;UH-TEK-A;2022-08-24  11,12,48;2022-08-31  10,22,17;2022-08-31  10,51,58;202208;Ny FU rond;Jag skapade ny rond för att rengör ventilen varje år.;WORKDONE;;;;4444,04;;0;;0;;;;;;;;19,87;0,77;19,1;16,36;0;2,75;21,75;1,88;1;0,8;0,08
